sy_name,hostname,tic_id,sy_snum,sy_pnum,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
K2-111,K2-111,TIC 14227229,1,2,<a refstr=MORTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5004M/abstract target=ref>Mortier et al. 2020</a>,G2,5775.0,60.0,-60.0,0.0,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0,-0.46,0.05,-0.05,0.0,[Fe/H],4.25,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621
K2-113,K2-113,TIC 376939759,1,1,<a refstr=ESPINOZA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.4374E/abstract target=ref>Espinoza et al. 2017</a>,G,5627.0,88.0,-88.0,0.0,1.05,0.11,-0.08,0.0,1.01,0.04,-0.04,0.0,0.18,0.062,-0.062,0.0,[Fe/H],4.4,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m47.85s,19.4493823,+06d52m07.85s,6.8688469,635.722,13.43,-13.43,13.744,0.092,-0.092,11.949,0.021,-0.021,13.5039,0.000312,-0.000312
K2-138,K2-138,TIC 4610830,1,6,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283.0,122.0,-163.0,0.0,0.84,0.05,-0.05,0.0,0.92,0.08,-0.1,0.0,0.134,0.128,-0.176,0.0,[Fe/H],4.54,0.09,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364
K2-140,K2-140,TIC 380255458,1,1,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,G5,5654.0,55.0,-55.0,0.0,0.99,0.01,-0.01,0.0,1.0,0.02,-0.02,0.0,0.12,0.045,-0.045,0.0,[Fe/H],4.45,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166
K2-140,K2-140,TIC 380255458,1,1,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,G6 V,5585.0,120.0,-120.0,0.0,1.06,0.07,-0.06,0.0,0.96,0.06,-0.04,0.0,0.1,0.1,-0.1,0.0,[Fe/H],4.4,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166
K2-19,K2-19,TIC 281885301,1,3,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5430.0,60.0,-60.0,0.0,0.86,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0,0.1,0.04,-0.04,0.0,[Fe/H],4.63,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455
K2-24,K2-24,TIC 68048686,1,2,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5743.0,60.0,-60.0,0.0,1.21,0.12,-0.12,0.0,1.12,0.06,-0.06,0.0,0.42,0.04,-0.04,0.0,[Fe/H],4.29,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.562,1.36,-1.338,11.275,0.019,-0.019,9.18,0.021,-0.021,10.9072,0.0003,-0.0003
K2-24,K2-24,TIC 68048686,1,2,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,G3,5743.0,60.0,-60.0,0.0,1.21,0.11,-0.11,0.0,1.12,0.05,-0.05,0.0,0.42,0.04,-0.04,0.0,[Fe/H],4.29,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.562,1.36,-1.338,11.275,0.019,-0.019,9.18,0.021,-0.021,10.9072,0.0003,-0.0003
K2-261,K2-261,TIC 281731203,1,1,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,G7 IV/V,5537.0,71.0,-71.0,0.0,1.65,0.04,-0.04,0.0,1.1,0.01,-0.02,0.0,0.36,0.06,-0.06,0.0,[Fe/H],4.21,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h52m07.75s,163.0323119,+00d29m35.40s,0.493167,213.283,1.975,-1.941,10.612,0.009,-0.009,8.89,0.022,-0.022,10.4594,0.000314,-0.000314
K2-263,K2-263,TIC 21276520,1,1,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,G9 V,5368.0,44.0,-44.0,0.0,0.85,0.02,-0.02,0.0,0.88,0.03,-0.03,0.0,-0.08,0.05,-0.05,0.0,[m/H],4.51,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m43.71s,129.6821253,+15d40m50.17s,15.6806039,162.481,1.38,-1.357,11.568,0.046,-0.046,9.748,0.02,-0.02,11.4055,0.00068,-0.00068
K2-265,K2-265,TIC 146364192,2,1,<a refstr=LAM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A..77L/abstract target=ref>Lam et al. 2018</a>,G8 V,5477.0,27.0,-27.0,0.0,0.98,0.05,-0.05,0.0,0.92,0.02,-0.02,0.0,0.078,0.02,-0.02,0.0,[Fe/H],4.42,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h48m07.60s,342.0316493,-14d29m41.20s,-14.4947789,138.671,0.985,-0.97,11.187,0.015,-0.015,9.259,0.027,-0.027,10.9277,0.000552,-0.000552
K2-29,K2-29,TIC 56399553,2,1,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,G7 V,5358.0,38.0,-38.0,0.0,0.86,0.01,-0.01,0.0,0.94,0.02,-0.02,0.0,0.16,0.03,-0.03,0.0,[Fe/H],4.54,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h10m40.90s,62.670422,+24d24m05.96s,24.4016558,178.475,1.32,-1.301,12.532,0.103,-0.103,10.062,0.034,-0.034,12.2008,0.000375,-0.000375
K2-292,K2-292,TIC 743941,1,1,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,G3 V,5725.0,65.0,-65.0,0.0,1.09,0.03,-0.03,0.0,1.0,0.03,-0.03,0.0,0.07,0.05,-0.05,0.0,[Fe/H],4.33,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m30.21s,205.3758786,-09d56m45.85s,-9.9460704,114.293,0.825,-0.812,9.885,0.005,-0.005,8.407,0.027,-0.027,9.75597,0.000335,-0.000335
K2-30,K2-30,TIC 26017005,1,1,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>,G8 V,5581.0,38.0,-38.0,0.0,0.94,0.04,-0.04,0.0,0.98,0.02,-0.02,0.0,0.136,0.029,-0.029,0.0,[Fe/H],4.48,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398
K2-30,K2-30,TIC 26017005,1,1,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4402B/abstract target=ref>Brahm et al. 2016</a>,G,5575.0,50.0,-50.0,0.0,0.84,0.02,-0.01,0.0,0.92,0.01,-0.01,0.0,0.06,0.04,-0.04,0.0,[Fe/H],4.6,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398
K2-30,K2-30,TIC 26017005,1,1,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,40.0,-40.0,0.0,0.84,0.03,-0.03,0.0,0.9,0.04,-0.04,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.54,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398
K2-31,K2-31,TIC 50171060,2,1,<a refstr=GRZIWA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..132G/abstract target=ref>Grziwa et al. 2016</a>,G7 V,5280.0,70.0,-70.0,0.0,0.78,0.07,-0.07,0.0,0.91,0.06,-0.06,0.0,0.08,0.05,-0.05,0.0,[Fe/H],4.6,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371
K2-32,K2-32,TIC 437444661,2,4,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5315.0,60.0,-60.0,0.0,0.87,0.05,-0.05,0.0,0.87,0.04,-0.04,0.0,0.0,0.04,-0.04,0.0,[Fe/H],4.43,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259
K2-37,K2-37,TIC 68504570,1,3,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G3 V,5413.0,60.0,-60.0,0.0,0.85,0.04,-0.04,0.0,0.9,0.05,-0.05,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],4.52,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,179.943,1.603,-1.575,12.573,0.046,-0.046,10.142,0.021,-0.021,12.2573,0.00015,-0.00015
K2-370,K2-370,TIC 456945304,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5377.0,138.0,-138.0,0.0,0.97,0.07,-0.06,0.0,0.98,0.43,-0.3,0.0,0.018,0.235,-0.235,0.0,[Fe/H],4.45,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h31m16.93s,67.8205302,+19d49m54.08s,19.8316901,144.202,1.198,-1.179,11.109,0.013,-0.013,9.237001,0.022,-0.022,10.8824,0.000584,-0.000584
K2-374,K2-374,TIC 321285788,1,2,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5789.0,21.0,-21.0,0.0,0.91,0.02,-0.02,0.0,0.73,0.07,-0.06,0.0,-0.292,0.02,-0.02,0.0,[Fe/H],4.39,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m31.08s,137.3794986,+16d21m21.00s,16.3558324,359.439,5.293,-5.144,12.783,0.092,-0.092,11.287,0.02,-0.02,12.6473,0.000177,-0.000177
K2-376,K2-376,TIC 117414377,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G1,5937.0,138.0,-138.0,0.0,1.15,0.07,-0.06,0.0,0.91,0.39,-0.28,0.0,-0.176,0.235,-0.235,0.0,[Fe/H],4.28,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m52.64s,132.7193327,+25d02m17.10s,25.0380824,161.61,1.332,-1.31,10.415,0.006,-0.006,9.007,0.016,-0.016,10.2998,0.000203,-0.000203
K2-38,K2-38,TIC 12666215,1,2,<a refstr=TOLEDO_PADR_OACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..92T/abstract target=ref>Toledo-Padr&oacute;n et al. 2020</a>,G2 V,5731.0,66.0,-66.0,0.0,1.06,0.09,-0.06,0.0,1.03,0.04,-0.02,0.0,0.26,0.05,-0.05,0.0,[Fe/H],4.38,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015
K2-38,K2-38,TIC 12666215,1,2,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G2 V,5757.0,60.0,-60.0,0.0,1.1,0.09,-0.09,0.0,1.07,0.05,-0.05,0.0,0.28,0.04,-0.04,0.0,[Fe/H],4.35,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015
K2-388,K2-388,TIC 49735922,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5367.0,138.0,-138.0,0.0,0.9,0.06,-0.05,0.0,0.84,0.38,-0.26,0.0,0.124,0.235,-0.235,0.0,[Fe/H],4.46,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h30m51.34s,352.7139342,-11d04m38.48s,-11.0773564,290.495,4.305,-4.184,12.861,0.114,-0.114,10.931,0.021,-0.021,12.6357,0.00034,-0.00034
K2-389,K2-389,TIC 9030096,1,2,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5782.0,138.0,-138.0,0.0,1.08,0.07,-0.06,0.0,0.8,0.36,-0.25,0.0,-0.034,0.235,-0.235,0.0,[Fe/H],4.27,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,259.208,2.95,-2.885,11.827,0.046,-0.046,10.184,0.024,-0.024,11.5697,0.00034,-0.00034
K2-390,K2-390,TIC 9030119,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5558.0,138.0,-138.0,0.0,0.97,0.06,-0.06,0.0,0.79,0.35,-0.24,0.0,-0.116,0.235,-0.235,0.0,[Fe/H],4.37,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m48.57s,355.702386,-09d35m19.36s,-9.5887124,456.122,5.675,-5.54,13.611,0.069,-0.069,11.718,0.026,-0.026,13.3434,0.000312,-0.000312
K2-391,K2-391,TIC 9054633,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5543.0,138.0,-138.0,0.0,0.57,0.11,-0.08,0.0,0.76,0.34,-0.24,0.0,-0.543,0.278,-0.278,0.0,[Fe/H],4.97,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h44m54.24s,356.2260152,-07d42m05.45s,-7.7015151,507.94,16.546,-15.55,12.527,0.08,-0.08,10.705,0.023,-0.023,12.3302,0.000211,-0.000211
K2-392,K2-392,TIC 8963531,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5726.0,138.0,-138.0,0.0,1.06,0.07,-0.07,0.0,0.84,0.37,-0.26,0.0,-0.238,0.235,-0.235,0.0,[Fe/H],4.31,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h38m35.98s,354.6499065,-07d28m43.97s,-7.4788816,406.985,10.589,-10.074,12.922,0.092,-0.092,11.238,0.024,-0.024,12.6795,0.000359,-0.000359
K2-396,K2-396,TIC 59088823,1,2,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G9,5236.0,138.0,-138.0,0.0,0.92,0.06,-0.06,0.0,0.95,0.43,-0.29,0.0,0.237,0.235,-0.235,0.0,[Fe/H],4.49,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h58m46.29s,74.6928607,+17d16m08.60s,17.2690562,274.864,2.884,-2.825,13.32,0.069,-0.069,10.811,0.02,-0.02,12.9345,0.000339,-0.000339
K2-397,K2-397,TIC 6139066,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5387.0,138.0,-138.0,0.0,0.97,0.06,-0.06,0.0,0.94,0.41,-0.28,0.0,0.11,0.235,-0.235,0.0,[Fe/H],4.43,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m48.40s,79.9516586,+21d15m32.98s,21.2591617,199.354,1.598,-1.574,11.865,0.08,-0.08,9.95,0.017,-0.017,11.6421,0.000365,-0.000365
K2-398,K2-398,TIC 281660552,1,2,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5946.0,20.0,-20.0,0.0,1.24,0.03,-0.03,0.0,0.94,0.09,-0.08,0.0,-0.257,0.019,-0.019,0.0,[Fe/H],4.23,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h46m56.39s,161.7349738,+01d56m12.14s,1.9367044,606.992,13.07,-12.539,13.287,0.149,-0.149,11.717,0.021,-0.021,13.0091,0.000439,-0.000439
K2-402,K2-402,TIC 393548451,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5716.0,138.0,-138.0,0.0,1.28,0.09,-0.08,0.0,0.94,0.42,-0.29,0.0,-0.378,0.235,-0.235,0.0,[Fe/H],4.2,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h45m48.46s,161.451913,+06d25m09.54s,6.419318,523.055,17.949,-16.816,13.032,0.057,-0.057,11.377,0.023,-0.023,12.836,0.000362,-0.000362
K2-403,K2-403,TIC 365007485,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5511.0,138.0,-138.0,0.0,0.89,0.06,-0.05,0.0,0.78,0.34,-0.24,0.0,-0.162,0.235,-0.235,0.0,[Fe/H],4.44,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h56m45.45s,164.1893864,+09d40m26.21s,9.6739464,246.599,2.561,-2.509,12.305,0.046,-0.046,10.581,0.026,-0.026,12.152,0.000271,-0.000271
K2-406,K2-406,TIC 292202337,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5784.0,138.0,-138.0,0.0,0.96,0.06,-0.05,0.0,0.8,0.34,-0.24,0.0,-0.038,0.235,-0.235,0.0,[Fe/H],4.37,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h23m32.93s,230.8872242,-25d22m14.21s,-25.3706149,85.3751,0.6239,-0.6151,9.465,0.004,-0.004,8.033,0.033,-0.033,9.49379,0.000266,-0.000266
K2-407,K2-407,TIC 422685031,1,2,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5563.0,138.0,-138.0,0.0,0.93,0.06,-0.05,0.0,0.88,0.39,-0.27,0.0,0.014,0.235,-0.235,0.0,[Fe/H],4.45,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.376,1.676,-1.651,11.969,0.041,-0.041,10.213,0.022,-0.022,11.9956,0.000252,-0.000252
K2-408,K2-408,TIC 432247186,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5335.0,138.0,-138.0,0.0,0.78,0.05,-0.05,0.0,0.81,0.37,-0.25,0.0,-0.171,0.235,-0.235,0.0,[Fe/H],4.56,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m40.05s,227.9168555,-17d41m03.37s,-17.6842698,162.306,1.351,-1.329,12.056,0.046,-0.046,9.978,0.021,-0.021,11.7345,0.000364,-0.000364
K2-409,K2-409,TIC 432261603,1,1,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5742.0,138.0,-138.0,0.0,1.23,0.08,-0.07,0.0,0.89,0.37,-0.27,0.0,-0.036,0.235,-0.235,0.0,[Fe/H],4.2,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h13m49.23s,228.4551125,-16d21m04.67s,-16.3512966,431.031,8.048,-7.764,12.902,0.092,-0.092,11.038,0.023,-0.023,12.6144,0.000283,-0.000283
